INDIVIDUAL_ID,HOUSEHOLD_ID,FIRST_NAME,LAST_NAME,RFV Score,Age,Life Stage, Shoes-PriceTier , Home-PriceTier , Garden-Pricetier 
5530267479,5552859739,Susan,Kerrissey,355,40,Empty Nester,Best,Best,Better
5527672556,5541447616,Stephanie,Herman,325,32,Young Couple,Good,Good,Better
5526290016,5540121381,Mark,Tavitian,314,39,Young Singles,Good,Best,Good
5538629585,5551989394,Ted,Robertson,343,29,Young Singles,Good,Good,Better
5535999037,5552955207,Judy,Smith,412,50,Young Singles,Good,Better,Best
5536369044,5549783309,Rachel,Schultz,114,40,Empty Nester,Good,Better,Good
5539942977,5553500444,Robert,Brown,222,38,Mature,Better,Better,Good
5538988513,5552339750,Juliann,Moore,214,22,Mom & Baby,Good,Better,Good
5539411186,5553013315,Tony,Mazzaferro,512,27,Young Couple,Best,Best,Good
5532894632,5546440278,Christy,Hahn,433,48,Young Singles,Good,Better,Best
5526130118,5539971643,Renee,Eakin,443,40,Young Couple,Better,Best,Best
5539791424,5553359058,Karla,Edsinger,212,30,Empty Nester,Best,Better,Better
5538602278,5551963056,Mary,Webb,133,24,Young Singles,Good,Better,Good
5533170442,5546698651,Dennis,Stugelmeyer,555,42,Empty Nester,Good,Best,Better
5534903456,5552947147,Alan,Neufer,332,53,Mom & Baby,Better,Best,Best
5530252928,5543910603,Lydia,Cartmill,315,32,Young Singles,Good,Good,Good
5533103788,5552793517,Lorrie,Phillips,342,28,Mature,Good,Good,Good
5530161740,5543825024,Karen,Mathews,215,35,Young Singles,Better,Good,Good
5527824204,5541592388,Diane,Roth,212,48,Empty Nester,Best,Best,Good
5538086590,5551463942,Robin,McCray,325,54,Mature,Better,Better,Best
5536278818,5549694794,Paula,McMillan,152,21,Mom & Baby,Good,Best,Good
5539237336,5552583852,Gloria,Hardy,332,49,Mom & Baby,Good,Good,Good
5532101958,5545677286,Gail,Anderson,223,37,Mature,Best,Better,Better
5539001618,5552352567,Flor,Romero,532,47,Mature,Better,Better,Good
5539113972,5552462739,Chris,Thalacker,251,31,Young Singles,Better,Better,Good
5532828416,5546376935,Esther,Mott,321,42,Young Couple,Better,Better,Good
5528380385,5542120876,Robert,Ice,115,24,Mom & Baby,Good,Best,Better
5539405458,5553008092,Michelle,Wirth,145,45,Empty Nester,Best,Best,Best
5538313787,5551683220,Terry,Stefanak,131,39,Young Couple,Good,Better,Best
5537668413,5551055220,Judith,Murphy,543,48,Empty Nester,Best,Better,Better
5539605886,5553190294,Joseph,Reda,241,27,Empty Nester,Best,Best,Good
5949410663,5949416922,John,Castleberry,552,23,Young Singles,Better,Better,Good
5538808258,5552971726,Karin,Nystrom Hudson,152,51,Young Couple,Best,Good,Best
5527662275,5541438042,Sherry,Kirsch,444,52,Young Singles,Good,Best,Better
5539777268,5553346161,Deborah,Kane,315,43,Young Couple,Best,Good,Best
5528374995,5552782708,Alicia,Kunisch,422,31,Young Couple,Good,Best,Best
5531908414,5545496328,Gene,Stringfellow,542,41,Young Singles,Good,Better,Better
5526878730,5540688098,Kelly,Lloyd,231,32,Young Singles,Good,Better,Best
5528871868,5542593544,Patrick,Napolitano,241,20,Young Singles,Best,Best,Best
5537747513,5551132494,Patricia,Hanson,222,32,Young Couple,Better,Good,Better
5533528797,5547042049,Charlotte,Alexander,141,24,Young Singles,Best,Best,Good
5539486940,5553082157,Rolanda,Carter,341,35,Empty Nester,Good,Good,Best
5534638275,5548103347,Ashley,Atkin,234,46,Mom & Baby,Good,Best,Good
5946873339,5946896051,Lisa,Carter,551,43,Mature,Good,Good,Best
5536333999,5549748819,Jeanette,Behrendt,125,53,Young Couple,Best,Better,Better
5538938408,5552290683,Barbara,Strong,222,34,Empty Nester,Good,Best,Best
5532706689,5546258444,Georgina,Velasquez,452,53,Young Singles,Best,Good,Better
5528417744,5542155707,Rita,Wade,135,26,Young Singles,Better,Best,Best
5538106102,5551482786,Marilyn,Hellerud,453,47,Young Singles,Best,Best,Best
5535900265,5549324846,Charles,Newman,552,31,Mature,Best,Better,Best
5527678305,5541452997,Larry,Smith,535,26,Mature,Best,Best,Good
5537987604,5551367681,Ricky,Everson,434,35,Young Singles,Best,Good,Best
5538786215,5552141560,Northeast,Rhonda,553,20,Mom & Baby,Best,Good,Better
5538956562,5552308465,John,Tomaszewski,242,54,Young Singles,Good,Better,Better
5528197040,5541949347,Charlene,Ramsey,141,35,Young Singles,Best,Good,Best
5526376174,5540202113,Thomas,Evering,423,40,Young Singles,Good,Best,Good
5538456928,5552972098,Cheryl,Claborn,554,55,Mature,Better,Better,Better
5537971000,5551351415,Cassie,Domingo,154,41,Young Couple,Best,Good,Better
5538311709,5551681177,Angela,Hebert,111,29,Young Couple,Good,Better,Best
5534928361,5548380092,Abby,Bell,314,25,Young Couple,Best,Better,Good
5539299773,5552645293,Elizabeth,Roese,532,40,Mature,Better,Best,Best
5538958593,5552310463,Carolyn,Black,222,49,Mature,Good,Best,Best
5532896604,5546442125,Tyler,Daniel,255,37,Empty Nester,Good,Better,Best
5539220834,5552567619,Tom,Spinella,553,32,Empty Nester,Better,Best,Best
5533578887,5547090250,Dawn,Thomas,354,43,Mom & Baby,Better,Good,Best
5538208551,5551581260,Robert,Stelman,422,41,Empty Nester,Best,Good,Good
5539168994,5552516730,Robert,Davio,532,22,Young Couple,Best,Best,Good
5530281673,5543937469,Jeff,Goelz,545,47,Young Singles,Better,Good,Better
5527674388,5541449314,Roberta,Boarman,515,43,Young Singles,Good,Good,Good
5530293530,5543948535,Lisa,St Laurent,514,38,Empty Nester,Better,Best,Good
5829846471,5829856946,Keith,Hartman,431,24,Mature,Good,Better,Best
5539369709,5552975585,Wesley,Dorsey,525,35,Empty Nester,Good,Best,Better
5539065149,5552414844,Lana,Hunsberger,511,38,Empty Nester,Good,Better,Good
5526368238,5540194769,Brian,Turek,135,21,Mom & Baby,Good,Good,Good
5539856471,5553420365,Renee,Dettmer,134,26,Young Singles,Good,Better,Better
5539927443,5553487355,Sharon,Rupe,533,29,Empty Nester,Good,Better,Better
5535953000,5549376369,John,Dollar,423,49,Mature,Better,Better,Best
5901443533,5901444502,Joni,Smith,511,29,Empty Nester,Better,Good,Better
5531274378,5544885441,Joann,Onarheim,124,41,Young Couple,Better,Better,Good
5536869487,5550274982,Jackie,Dibernardo,323,42,Empty Nester,Better,Better,Better
5539644141,5553224985,Angela,Gaudette,425,32,Mom & Baby,Best,Better,Good
5535942951,5549366547,Curtis,Malmberg,143,33,Mature,Good,Best,Best
5539602358,5553187083,Michael,Lyons,314,41,Young Couple,Good,Good,Better
5528083634,5541843205,Nathaniel,Lindsay,115,27,Mature,Better,Better,Good
5538294251,5552971417,Michael,Boldin,111,30,Young Couple,Better,Best,Better
5526293302,5540124466,Judith,Vickers,133,47,Young Singles,Better,Good,Better
5536795198,5550202304,Gail,Veal,544,43,Empty Nester,Good,Good,Best
5529338846,5543035195,Linda,Ulinski,222,44,Mom & Baby,Good,Better,Better
5537944109,5551325074,Roy,Miller,145,20,Mom & Baby,Good,Better,Better
5539803487,5553370220,Daniel,Teferra,115,30,Mature,Better,Best,Better
5527741622,5541513119,Melissa,Roberts,131,31,Empty Nester,Better,Better,Better
5537248951,5550646301,Aimee,Donnelly,313,40,Empty Nester,Better,Good,Good
5537907711,5551289419,Greg,Howell,145,43,Mature,Good,Better,Better
5539942864,5553500336,Symone,Pero,222,24,Young Couple,Best,Better,Good
5539442972,5553042231,Sharon,Arnett,214,45,Empty Nester,Best,Best,Good
5526231166,5540066264,John,Kantz,321,43,Young Singles,Better,Best,Good
5536185669,5549603739,Ronda,Zander,515,20,Young Singles,Better,Best,Good
5530419681,5552864413,Leeana,Taylor,242,44,Young Singles,Good,Good,Best
5532336024,5545899218,Ginny,Spencer,243,48,Young Singles,Better,Best,Best
5537415962,5550808963,Megan,Maney,233,33,Mature,Better,Best,Good
5859078480,5859082677,Ron,Fisson,431,33,Empty Nester,Best,Good,Best
5529323358,5543020743,Mike,Timko,444,36,Young Couple,Best,Good,Best
5539949118,5553506289,Rhonda,Jarrett,532,21,Mature,Best,Better,Best
5539845532,5553409866,Kenneth,Landon,422,34,Young Couple,Better,Good,Better
5532173508,5545744236,Emma,Hochgesang-Noffsinger,435,51,Mom & Baby,Better,Best,Best
5734634686,5734637514,Maranda,Horton,411,53,Empty Nester,Best,Best,Best
5537589038,5552966008,Carol,Scimeca,443,43,Empty Nester,Good,Better,Better
5530097802,5543765158,Kimberly,Roberts,544,48,Young Couple,Good,Good,Best
5533026596,5546563770,Dorinda,Kisner,343,40,Young Singles,Better,Best,Best
5539343794,5552688632,Don,Pope,353,45,Young Singles,Good,Better,Good
5533998135,5547490974,Marlene,Chandler,524,49,Empty Nester,Better,Best,Good
5879636021,5879641428,Peggy,Kutsmeda,441,55,Young Couple,Better,Better,Good
5537563742,5550953165,Lucille,Connolly,523,50,Empty Nester,Best,Good,Better
5539931354,5552950741,Liz,Miller,254,26,Mature,Best,Better,Good
5532102184,5545677503,Elizabeth,Roper,124,26,Mom & Baby,Good,Good,Better
5539129123,5552477589,Michael,Birozy,311,36,Empty Nester,Better,Better,Better
5529183942,5542890160,Lisa,Hill,345,44,Young Singles,Good,Best,Best
5902135566,5902144084,Sarah,Chlupac,451,40,Young Singles,Best,Best,Good
5530260152,5543917349,Kathie,Kaye,345,41,Mom & Baby,Best,Best,Good
5529274177,5542974844,Tema,Massa,254,50,Empty Nester,Best,Best,Best
5539217206,5552564071,Grete,Ehmke,311,48,Mature,Better,Good,Better
5526384225,5540209608,Teresa,Galloway,435,35,Mom & Baby,Better,Best,Better
5536230778,5552957080,Jessica,Van Der Pol,531,30,Mature,Good,Best,Better
5530129395,5543794714,Kathy,Biroschak,554,39,Young Couple,Best,Better,Good
5527394549,5541187424,Sharon,Shimizu,512,47,Young Singles,Good,Better,Better
5534081083,5547568940,Bob,Langston,533,55,Young Singles,Better,Good,Good
5530103225,5543770239,Linda,Stafford,223,24,Mom & Baby,Best,Best,Good
5539520550,5553112842,Pamela,Wodrich,444,37,Empty Nester,Good,Better,Better
5536450952,5549864077,Diane,Anderson,235,36,Mature,Best,Good,Best
5680090468,5681485036,Jean,Tusler,415,23,Mature,Good,Good,Best
5535830307,5549256325,Mary,Scapino,444,48,Young Singles,Good,Good,Good
5531311632,5544920689,Jean,Keith,311,25,Young Couple,Best,Good,Good
5538460116,5551826309,Daniel,Laino,221,53,Mature,Better,Good,Better
5537829375,5551212641,Annmarie,Comparetto,134,41,Mom & Baby,Best,Good,Best
5539867618,5553431049,Ronald,Morse,223,31,Young Singles,Better,Best,Good
5528312697,5542057633,Jen,Drier,424,40,Mature,Good,Best,Best
5531146669,5544765886,Josh,Scheer,523,52,Young Singles,Good,Good,Best
5534172339,5547653908,Bob,Byrne,223,51,Empty Nester,Best,Better,Better
5527523626,5541308109,Shirley,Edmiston,313,27,Empty Nester,Best,Best,Better
5538592817,5551954117,Christine,Brothers,141,43,Young Singles,Best,Good,Best
5529286163,5542985935,Mary,Kintz,315,31,Mature,Good,Best,Best
5532162219,5545733707,Sharon,Harris,413,51,Young Couple,Better,Good,Best
5902137927,5902146353,Otis,O'Neal,511,49,Empty Nester,Better,Better,Good
5538967747,5552319457,Jeanne,Pack,511,25,Empty Nester,Better,Best,Better
5528131057,5541887626,Oleetha,Arnold,115,53,Young Singles,Good,Best,Better
5735729668,5735732064,Cathie,Merry,352,20,Mature,Good,Better,Better
5879636597,5879641996,Alyvia,Allegretto,441,42,Young Singles,Good,Good,Best
5530236717,5543895497,Krystle,Koberstein,335,31,Young Singles,Good,Best,Better
5536818447,5552961181,Tim,Schield,233,39,Empty Nester,Good,Good,Best
5539246251,5552592605,Abigail,Olen,321,53,Mature,Best,Better,Best
5526820397,5540631213,Yvonne,Foote,242,50,Young Couple,Good,Better,Good
5539453638,5553051844,Sheri,Casero,411,27,Mom & Baby,Best,Good,Good
5527614770,5541393726,Robert,Pieske,525,25,Young Couple,Good,Good,Better
5526124198,5539966070,Matthew,Rounds,312,28,Young Singles,Good,Best,Better
5539236883,5552583406,Laura,Carlson,321,52,Mature,Good,Good,Best
5534126694,5552891388,Betty,Miller,115,46,Empty Nester,Good,Best,Better
5528706946,5542433841,Gisele,Green,545,32,Mom & Baby,Good,Better,Good
5538233734,5551605464,Mary-Grace,Molloy,442,29,Young Singles,Good,Good,Better
5537845027,5551227996,Marcia,Haaff,545,29,Young Couple,Better,Best,Better
5530284440,5543940027,Kimberly,Richards,314,43,Mature,Good,Best,Best
5530253521,5543911149,Karen,Hime,425,31,Mature,Better,Good,Better
5537686483,5551072900,Tom,Porn,253,53,Young Couple,Good,Better,Good
5539552953,5553142149,Lori,Walters,545,35,Young Singles,Good,Good,Best
5537486592,5552965115,John,Cunningham,241,30,Young Singles,Best,Best,Better
5538023479,5551402850,Monica,Bush,413,20,Mom & Baby,Best,Best,Better
5534147686,5547630976,Angela,Romain,314,23,Mom & Baby,Better,Best,Better
5537473069,5550864591,Carl,Briggs,334,42,Young Singles,Good,Good,Better
5533198625,5546724949,Connie,Braschler,555,27,Mom & Baby,Good,Good,Better
5528043281,5541803931,Ron,Blankenship,115,26,Young Singles,Best,Better,Best
5536047679,5549468815,Andrew,Roope,114,38,Mom & Baby,Good,Better,Better
5778652491,5778661886,Lori,Metz,451,52,Mature,Good,Better,Good
5883722083,5543980327,Chuck,Patton,451,23,Mature,Better,Best,Best
5534156981,5547639642,Beth,Sawyer,444,20,Empty Nester,Best,Best,Best
5538202604,5551575589,Jessie,Schmidle,233,49,Mom & Baby,Best,Good,Best
5539685316,5553262357,Larry,Evans,545,48,Mature,Best,Good,Best
5531992663,5545575056,Gene,Quam,323,25,Mature,Good,Better,Best
5859075766,5859080021,Eduardo,Hernandez,431,37,Young Singles,Better,Better,Best
5537264950,5552958469,Pam,Schindler,422,36,Young Couple,Best,Better,Best
5528394778,5542134312,Janice,Gipe,333,26,Young Singles,Better,Best,Better
5526200122,5540037205,Thomas,Fruchey,454,42,Empty Nester,Best,Better,Better
5539241343,5552587781,Victoria,Thompson,321,47,Mom & Baby,Best,Best,Best
5526758586,5540570999,Theresa,Burkhalter,512,20,Mom & Baby,Better,Good,Good
5532875270,5546422116,Deepu,Kurian,334,35,Mom & Baby,Best,Best,Better
5528404869,5542143723,Paul,Hoffmann,314,48,Mature,Best,Best,Better
5537671873,5552960158,Rebecca,Sontheimer,411,24,Mature,Better,Good,Best
5536875792,5550281163,Lisa,Harrell,324,37,Young Couple,Best,Better,Good
5538848348,5552202486,Sam,Jones,211,36,Young Singles,Good,Better,Good
5907555563,5907567265,Catherine,Smiddy,451,39,Empty Nester,Good,Best,Best
5533437677,5552732848,Michael,Steinmetz,255,46,Mom & Baby,Best,Best,Good
5539011028,5552361835,Ralph,Leone,231,26,Mom & Baby,Good,Best,Better
5529163094,5552826342,Linda,Jackson,555,39,Mature,Good,Best,Good
5538416236,5552775131,Yasser,Altwaijri,115,20,Mature,Best,Better,Best
5538485731,5551851221,Audrey,Krebs,121,41,Young Couple,Good,Better,Better
5539698663,5553274536,Marianne,Reese,444,55,Young Singles,Best,Best,Best
5527607253,5541386665,Robert,McCarty,325,41,Young Singles,Best,Better,Better
5538935632,5552775131,Omar,Alradaddi,221,43,Empty Nester,Best,Best,Good
5538890681,5552243928,Thomas,Parkins,222,37,Young Couple,Good,Good,Better
5538615089,5551975521,Charles,Theurer,132,41,Mature,Good,Best,Better
5538797582,5552152704,Stephanie,Kuhns,241,36,Mom & Baby,Better,Good,Better
5527657583,5541433659,Sarah,McClintock,233,34,Young Couple,Better,Better,Good
5538374052,5551742386,Scott,Troyer,544,51,Young Singles,Good,Better,Better
5531017264,5544644813,Joy,Chapman,421,27,Young Singles,Good,Best,Better
5538518168,5552969234,Gail,Doyle,131,26,Mom & Baby,Better,Good,Good
5530245843,5543904028,Carol,Keller,411,37,Mature,Best,Better,Better
5538635807,5551995467,Don,Pellegrini,151,53,Empty Nester,Good,Best,Good
5529181923,5542888279,Margaret,Rundle,543,20,Mature,Best,Better,Good
5532143088,5545715894,Elaine,Kidd,414,22,Mature,Good,Better,Better
5529291801,5542991210,Mary,Provencher,514,41,Young Singles,Good,Better,Good
5530957909,5544589433,Jerry,Hanselmann,523,28,Mom & Baby,Best,Better,Good
5531270806,5544882081,Andrea,Iovacchini,544,24,Young Singles,Best,Good,Good
5539096664,5552445709,Lori,Grantham,242,55,Mom & Baby,Good,Better,Best
5539619193,5553202422,William,Lighthiser,123,54,Mom & Baby,Good,Best,Better
5531020868,5544648182,Rajina,Hess,551,51,Mature,Best,Good,Better
5527381401,5541175105,Courtney,Adkins,542,24,Young Singles,Best,Better,Good
5538263476,5551634157,Nancy,Morrison,353,35,Mom & Baby,Better,Better,Better
5530485555,5544132369,Linda,Arnos,224,39,Mom & Baby,Good,Best,Good
5533161056,5546689909,Tracey,Coull,412,38,Mom & Baby,Better,Best,Best
5539738659,5553310935,Dennis,Baird,225,55,Young Couple,Good,Better,Good
5539936639,5553494757,Stacy,Otto,353,43,Young Couple,Good,Better,Good
5535765183,5549192641,Linda,Mussman,145,49,Empty Nester,Better,Good,Better
5536120277,5549539815,Carol,Fay,251,24,Mom & Baby,Better,Good,Good
5533159592,5546688551,Joseph,Copulsky,325,47,Mature,Best,Better,Better
5527634872,5552772525,Sandra,Emery,334,31,Young Couple,Good,Better,Better
5539949053,5553498245,Linda,Durham,353,49,Empty Nester,Best,Best,Best
5528332534,5542076268,Patty,Luck,215,53,Mature,Good,Good,Better
5539066459,5552416110,Tom,Zippiere,232,30,Mom & Baby,Best,Better,Best
5533184898,5546712101,Dave,Tooley,433,38,Young Couple,Good,Good,Better
5531263195,5552885439,Joanne,Pafundi,514,29,Mom & Baby,Better,Best,Better
5539003629,5552354537,Joy,Giovanetti,332,35,Young Singles,Good,Good,Best
5533131299,5546662129,Daniel,Johnson,324,20,Young Couple,Best,Good,Good
5539018498,5552369164,Renato,Bihasa,231,34,Mature,Best,Good,Better
5528363015,5552788960,Nancy,Zakowicz,513,24,Young Couple,Best,Best,Good
5532139447,5545712468,Linda,Geisler,213,32,Mature,Better,Better,Best
5539226825,5552573509,Mercedes,Kaiser,311,33,Empty Nester,Good,Best,Best
5532826019,5546374638,Paula,Ferrari,432,26,Young Singles,Best,Best,Best
5526378653,5540204413,Wayne,Pixley,513,41,Young Couple,Better,Best,Better
5534120637,5547605761,Cheryl,Wedel,443,51,Mom & Baby,Best,Better,Better
5528157792,5541912667,Rita,Rhoads,514,46,Empty Nester,Good,Better,Best
5539695424,5553271557,Estelle,Rosenfeld,434,30,Young Couple,Best,Best,Best
5526398560,5540223060,Verna,Loker,315,34,Young Couple,Best,Good,Good
5533143044,5546673072,Deb,Biddle,332,20,Mom & Baby,Best,Best,Good
5533017817,5546555534,Lin,Dirks,412,28,Young Couple,Best,Best,Better
5536980708,5552962275,Ron,Aasen,253,43,Mom & Baby,Good,Good,Best
5530234595,5543893525,Annie,Schnurr,333,38,Young Singles,Good,Better,Better
5538019551,5551398978,Rebecca,Adams,253,35,Empty Nester,Best,Good,Good
5537819612,5551203071,Alexa,Echavez,134,43,Mom & Baby,Good,Best,Better
5538558690,5551921463,Chris,McCarty,154,26,Young Singles,Good,Good,Better
5537588517,5550977295,Mitchell,Hargett,455,43,Young Couple,Good,Good,Best
5539935713,5553493994,Cynthia,Mayle,154,50,Mom & Baby,Best,Best,Best
5537207874,5550606063,Amanda,Bruckner,522,50,Young Couple,Best,Best,Best
5532216304,5545784248,Doris,Reynard,413,40,Empty Nester,Good,Better,Good
5533130870,5546661726,Debra,Patt,514,54,Mature,Better,Good,Good
5538612218,5551972703,Janice,Reed,243,27,Mom & Baby,Best,Best,Better
5529309930,5543008167,Lyn,Conrad,544,40,Young Singles,Better,Good,Best
5539379875,5552984759,Bev,Roberts,324,25,Young Singles,Good,Good,Better
5534919571,5548371905,Allison,Sigmon,413,32,Mature,Better,Best,Better
5536155443,5549574224,Kevin,Cowan,454,42,Mom & Baby,Better,Good,Good
5534101765,5547588173,Collette,Dubois,534,25,Empty Nester,Better,Better,Better
5536974459,5550377711,Catherine,Adrada,414,45,Young Singles,Best,Best,Best
5531235392,5552793338,Judy,Bingaman,514,37,Young Singles,Better,Best,Better
5538663053,5552021530,William,Seitz,311,20,Mature,Better,Good,Good
5527672875,5541447915,Russell,Jones,255,21,Empty Nester,Best,Good,Best
5532140632,5545713587,Helen,Jacobs,523,53,Young Couple,Best,Good,Good
5536306571,5549721926,Rita,Rushing,435,54,Mature,Better,Good,Best
5736285727,5736293262,Viola,Kooiman,452,52,Mature,Good,Best,Best
5534144531,5547628031,Connie,Howe,245,40,Young Singles,Best,Better,Better
5539657422,5553237049,Joan,Swartz,425,49,Young Singles,Better,Good,Better
5538969086,5552320765,Bobbi,Gilman,231,47,Mature,Best,Better,Good
5531270287,5544881589,Jil,Schulz,545,49,Young Couple,Good,Better,Best
5538228716,5551600677,Judy,Bramer,354,49,Mature,Best,Better,Better
5532186966,5545756851,Martha,Riechers,523,45,Young Couple,Better,Best,Good
5532155501,5545727429,Gregory,Desantis,215,45,Mature,Good,Good,Better
5536170905,5549589309,Teddy,Fisher,253,53,Mom & Baby,Better,Better,Better
5533202172,5546728277,Dawn,Moch,124,29,Young Singles,Good,Good,Better
5527605212,5552770900,Mindy,Meyer,115,45,Young Singles,Best,Better,Good
